date,STOCK_01,STOCK_02,STOCK_03,STOCK_04,STOCK_05,STOCK_06,STOCK_07,STOCK_08,STOCK_09,STOCK_10,STOCK_11,STOCK_12,STOCK_13,STOCK_14,STOCK_15
2020-01-02,-0.0057671501247269,-0.0035040442961268,-0.0201324360167914,0.0040076336847776,-0.0201014446480046,0.0068868277066176,-0.0032313722461155,-0.0019363245989134,-0.0012290870727847,0.0030351462116591,0.0013441209890527,-0.0011082092000787,0.005371418023313,0.0039215375874848,0.0143510288325987
2020-01-03,0.0005019234164538,0.0020513291768227,-0.0105863679753466,0.0070441599926782,-0.0074125564036344,0.0052491763410738,-0.0087535345376047,-0.0051450410405909,-0.002735527327645,-0.0005042733382562,-0.0015659417356302,-0.0036376905736427,0.0082904276491968,0.0011889921533965,-0.0004906251332646
2020-01-06,-0.0065780614855894,-0.0076913434067701,-0.0138329440774125,0.0044303899273949,0.0142412282490598,-0.0022747189375,-0.0058871754514656,-0.0044086745176832,-0.008776499088493,-0.0005045277581531,-0.0022408926477865,-0.0017607828499099,-0.0086487390256035,-0.0028838940086739,0.003223493977176
2020-01-07,-0.0035353044793123,-0.0088412429482747,-0.0059149590206951,-0.0071964415348177,0.0111300230845345,-0.00453968040681,0.0065801248337857,-0.0006812373540111,0.0013876430956756,-0.0008204997313878,-0.0008981995040413,-0.0077038139502114,0.004976605238022,0.007315450827692,0.0106166394048901
2020-01-08,0.0250040636773631,-0.0046681092211982,0.024140771208774,0.0027474131097335,-0.0406433468907422,0.0002786153033991,0.0384050320048563,0.0162760537214312,0.0220283622990347,0.0211559151316431,0.0379862015573484,0.0334071796277237,-0.0041572007814469,0.0015200803198274,-0.000276239756109
2020-01-09,-0.0126917782951323,-0.0171469723352736,-0.0275888492939367,-0.0026814724240455,-0.0374230429775371,-0.0226565229108794,0.0376139606155847,0.0181954345539563,0.0433780619172061,0.0379097884935104,0.0391942855784197,0.0307339467269096,0.0034992181377444,0.0166947076693755,-0.0183203816246052
2020-01-10,-0.0265996509390222,-0.038387998644857,-0.057562335964427,0.0066635886259001,0.0201726100748262,-0.0024649213773816,0.0124373783989548,0.006505880746868,-0.0171498788609844,-0.018282091243691,-0.0168786054937043,-0.0217187712207221,0.0045267301545073,0.0082932018516508,0.013521136949623
2020-01-13,-0.0166934328205197,-0.0079020006045027,0.0207940550238447,-0.0034259542345549,-0.0142009582619826,-0.0409237522608385,0.023520592296891,0.0085093720651878,0.0375409283054026,0.0106239507068857,0.0201356417256783,-0.0042644831241193,-0.0084037490689398,-0.005263988165042,-0.002779355327962
2020-01-14,0.0009884621096172,0.0005099132452559,-0.0330399331996095,0.0135173971674964,0.0160466329128701,-0.023528279011048,0.0081967754784395,0.0143598067319457,0.027392596626167,0.0099079192398301,0.0218159611156907,0.00146111206863,-0.0005526247537079,-0.0023151730270186,0.0095458400348471
2020-01-15,0.0001162014638123,0.000732016448627,0.0056153690340123,-0.0049438139863218,0.00933238346981,0.0139556404254368,-0.0059525152123939,0.0006399004776262,0.0048360473183328,0.000957412118183,-0.0050835862274579,0.0041758849392181,-0.0136416270410377,0.0016574408893226,-0.0019324237521857
2020-01-16,0.0167836817402511,0.0022593226860199,0.0152188793223579,-0.0106305366651933,0.0080013342050726,0.0086021028220628,0.0420621844183852,0.0228597322907342,0.0315929610028835,0.0010161699163133,0.0057227844082994,0.0097202797738109,-0.0115872439355609,0.0003309681169514,-0.0028352122607234
2020-01-17,0.0025703199696112,0.010445069097192,0.006542835280376,-0.0085254318282184,-0.0007054179035987,0.0100640386293788,-0.0029429549143327,-0.0050010290285086,0.0096902732214125,0.0056718216403814,-0.0071124752673732,-0.0316091235108793,0.0022058538534559,0.0014887571000743,-0.0052705704423633
2020-01-20,-0.0190280513446103,-0.0423224649161055,-0.0508589115714326,-0.0060662690271775,-0.0195939373472968,-0.0132780101862428,-0.0071691431983202,-0.0041623995671786,-0.0092414199098392,-0.0012468216596934,-0.0020467175378541,0.0012552074145442,-0.0045279550988558,0.0059466729942589,0.0141522434953147
2020-01-21,0.0051104591625121,0.0177167234655966,0.0138100650962817,-0.0054515953619386,-0.0106231625236913,0.0026956962458206,0.0175563461738159,0.0170347099556793,0.0373116527956347,-0.0614634613492663,-0.0174320861696171,-0.0252300109690789,0.0096025794617313,0.0080458206784381,-0.0028184512119505
2020-01-22,-0.0188939716821979,-0.0243393021106257,-0.0385645258993081,-0.0044088162349987,-0.0152866700330935,-0.0164288455468527,0.0168359970548737,0.0032569406914133,0.0088770343652866,-0.0419279057344261,-0.0344397645686439,-0.0696695322610876,-0.0192727227501701,-0.0079816021389018,-0.0175099067984625
2020-01-23,-0.0210248115974184,0.0022468389302368,-0.0322741550237469,-0.0031118929403967,-0.0105339877962549,0.0033189371780244,0.0004102878186613,-0.0036327798022089,-0.0026286378051718,-0.0154690054373599,0.0038910612400986,-0.019977724610971,0.0336244536278287,0.0016419278772787,0.0099635648943849
2020-01-24,-0.0103471413727215,-0.0057031458595915,-0.0365820662611395,-0.0079843193885125,0.0095255304983443,0.0010378974088918,0.0021886967685376,-0.0035685590918157,-0.0189044762993939,-0.0085275281690461,-0.0148579065145337,0.0022458697014338,0.0053994707593769,-0.0040984784831112,-0.018896835899289
2020-01-27,-0.0127652907088725,-0.0184682814079748,-0.03213251484224,-0.0022995948104342,-0.0233118621789671,-0.0039525153758489,-0.0150130312495053,-0.0119889687616231,-0.0339833542811217,-0.0174724488086154,-0.0181420905658064,-0.0120366356135577,0.0038271569399266,-0.0049381594445589,-0.0072934837018481
2020-01-28,-0.0048641114487459,0.0011482749392865,-8.552030109687525e-05,-0.0115241618577408,-0.0236785997369435,0.0023852384951765,0.0085910436889913,0.0021276090301536,0.003626819801211,-0.0008961919714823,-0.0082368935627775,-0.0015122235105442,-0.0081171054258459,-0.0081059293660591,7.138421124008865e-05
2020-01-29,-0.0113846146721311,-0.0265883468521055,-0.0448401827380088,0.0285942506720207,0.0194024284575482,-0.0117464553408401,0.0293992415617634,0.0425379377035113,0.0492653628139194,0.0109001983244636,0.0197532259194401,-0.005358242626138,-0.010911166520206,-0.0023348654409232,-0.0217546345470964
2020-01-30,-0.000563308529996,0.0284931025909265,0.0200684428314197,0.0044742176909382,0.0089454222619378,0.0034804460665578,-0.0101425942527524,0.0007543196012613,-0.0005739558169527,0.0094860381908432,0.0103455779818868,0.0033084680499679,-0.0087126894618365,-0.0036777021683511,-0.0102078340148079
2020-01-31,-0.0029432176073957,0.0105492334852264,-0.0363605084086486,0.0131251346897771,0.0144461610019073,0.0069148844113731,0.012808732551294,0.0201974845444192,0.029864478865887,-0.0176445836035235,-0.009368160491151,-0.0048150115731084,0.0061968359192123,0.000838979175892,0.0006630267843281
