date,AAPL,MSFT,JPM
2020-01-02,0.0074507122951684894,0.016671195855569542,0.022389686985376033
2020-01-03,-0.0020739645175677696,0.03436949952846235,0.014794138926604302
2020-01-06,0.009715328071510387,-0.02517421632874454,0.000954085918722786
2020-01-07,0.02284544784612038,0.010133446260430275,-0.010350988443289183
2020-01-08,-0.0035123006208500397,-0.011711566244192884,0.011171573017817439
2020-01-09,-0.003512054354237708,-0.008768256907764529,0.006295766166747993
2020-01-10,0.023688192232610872,-0.010663090636299645,0.014323091520443717
2020-01-13,0.01151152093729363,-0.015551833854236688,0.010162748826911512
2020-01-14,-0.0070421157890242815,0.0008733893030068858,0.016792843445109364
2020-01-15,0.00813840065378947,-0.014957102095398678,-0.008563763384969088
2020-01-16,-0.006951265392186934,0.004868222864037098,0.021078305050149213
2020-01-17,-0.006985946303553853,-0.0009042859700844651,0.0031615936750783945
2020-01-20,0.0036294340734905114,-0.004301064843595375,0.03320417396200425
2020-01-21,-0.028699203669866967,-0.01633614591674876,-0.011027005089433085
2020-01-22,-0.02587376748769549,-0.010381883950229988,0.02777542085064399
2020-01-23,-0.00843431293861459,0.013597042064863608,0.0031665725354023647
2020-01-24,-0.015192466805016356,0.009016509377238854,-0.010422688057831173
2020-01-27,0.004713709988929108,-0.017595994406373917,-0.007742173344869145
2020-01-28,-0.013620361132818164,0.0017879814977260656,-0.005125556931109123
2020-01-29,-0.02118455552002937,0.013524968220692202,0.006786655142430663
2020-01-30,0.02198473153382331,-0.03004929506018469,0.008365367808567994
2020-01-31,-0.0033866445072980346,0.00978048346283883,-0.009179200063017263
2020-02-03,0.0010129230703188575,-0.01192722766102524,-0.00038967347617572547
2020-02-04,-0.02137122279320185,0.010270776034676868,0.03427632573778982
2020-02-05,-0.00816574086787774,-0.013738664817765303,0.02764069072161138
2020-02-06,0.0016638388456479913,-0.032487877811961344,0.006981178714784513
2020-02-07,-0.01726490366133454,-0.029295763881896926,0.0006080556506912046
2020-02-10,0.005635470275185079,0.0008655290399048758,0.001920501227492181
2020-02-11,-0.009009580348782074,0.004675005030986674,0.009816287563686667
2020-02-12,-0.004375406246899151,-0.016277699251879354,-0.01636468104317449
2020-02-13,-0.009025599183440954,0.01149466425799273,-0.004118024598773522
2020-02-14,0.027784172767634067,-0.029907361120841275,-0.02669734518204143
2020-02-17,-0.0002024583710690088,-0.0011894363756516982,0.006387569961684468
2020-02-18,-0.015865663934338504,-0.021798291595724217,0.010355135035243856
2020-02-19,0.012338173681547835,-0.011733049940438865,-0.007730983396789984
2020-02-20,-0.018312654749565335,0.0008531760836954522,0.025183788212640525
2020-02-21,0.003132953925071331,-0.015487440575111143,-0.019612250608037462
2020-02-24,-0.029395051858196634,-0.006921999796136856,-0.023429998083357124
2020-02-25,-0.019922790733476456,0.01811327056585993,0.003591229096959553
2020-02-26,0.0029529185380368526,-0.010384053651416677,0.016753572841794472
2020-02-27,0.011076998699931156,0.015042458017172551,0.0269428430633259
2020-02-28,0.002570524217849557,-0.020334723383837124,-0.007342148205903041
2020-03-02,-0.0017347242358236078,0.00953647520247509,0.01725889333490073
2020-03-03,-0.004516555433839332,0.025948235171842204,-0.0006161355120113154
2020-03-04,-0.02217782985551141,-0.044489601002291206,-0.0027620367990531143
2020-03-05,-0.010797663125920629,-0.014344114598468582,0.014138558999786758
2020-03-06,-0.006909581564396812,0.01038729828924972,0.010437166054614715
2020-03-09,0.015856833393283736,-0.003654816948773868,-0.02522227451174799
2020-03-10,0.005154274343526921,0.006680625720683559,0.023624645595614332
2020-03-11,-0.02644560233044101,-0.01087173336088477,0.022081461666359225
2020-03-12,0.004861259540921925,0.0015586161745121984,-0.010009003224152472
2020-03-13,-0.005776234206244748,-0.0028021902370574305,0.006332856534998545
2020-03-16,-0.01015383000458938,0.02102007710987653,0.007904482980523821
2020-03-17,0.009175144332613018,0.004579575179421836,0.004170780253182514
2020-03-18,0.015464992837439264,0.006076847917353639,-0.008804882461526721
2020-03-19,0.013969201786742979,-0.007413785390204412,-0.010745973887008825
2020-03-20,-0.012588262848339577,-0.008776912033304883,-0.00040886513586312447
2020-03-23,-0.004638185637768219,-0.0077860473807531754,0.018763664308149835
2020-03-24,0.004968951471053459,0.007100138562809342,0.008697602473510918
2020-03-25,0.014633176906835388,-0.0075777206547647325,-0.0059298293133776955
2020-03-26,-0.007187613567679349,0.005215947424135432,0.012347179370373516
2020-03-27,-0.0027848846499572565,0.0373572143756179,-0.04557668193008121
2020-03-30,-0.016595024610090423,0.01568024466177046,0.018380251205953657
2020-03-31,-0.017943099361210062,-0.00586842357902114,-0.027835420460449595
2020-04-01,0.012187887335912969,0.021621850598951005,-0.0057990550624501145
2020-04-02,0.020343600428562342,-0.007345356714387925,-0.0179147183140183
2020-04-03,-0.0010801518237050077,-0.03668624163320137,-0.020714903611534493
2020-04-06,0.015052993468380361,-0.01814555359651327,0.01857322859805631
2020-04-07,0.005424540375714512,-0.0336742545784654,-0.007483219220990262
2020-04-08,-0.009676796319076864,-0.006327242712743555,0.005544062107691453
2020-04-09,0.0054209340826262085,0.00033153082541193056,-0.0007507292620669452
2020-04-10,0.023070548496989536,0.030175871620955086,0.007632653235569943
2020-04-13,-0.000537390586649273,0.005884692727754927,0.0012291502569640857
2020-04-14,0.023469654837210092,-0.003943809518559556,-0.020527875587017113
2020-04-15,-0.039296176561346166,0.014929300461302804,0.015940269111154242
2020-04-16,0.012328537565628357,-0.03980043556214193,-0.007900105330581
2020-04-17,0.0013057060235725684,0.004241062045954187,-0.024905310378556016
2020-04-20,-0.004485110256988012,0.013875573489965402,-0.006849842575454601
2020-04-21,0.0013764116480325344,-0.026614552424037145,0.024012156650148973
2020-04-22,-0.02981353371901339,0.020587572777724723,0.013603547873815887
2020-04-23,-0.0032950783175626787,0.0060929353348994535,-0.005578434150525747
2020-04-24,0.005356688572676196,-0.0074751824502144225,-0.0055881232690948605
